questionID,course.x,exam_type,creation_dt,creation_time,creation_dt_time.x,examID.x,weekday,marked,minutes_used,correct,q_ordinal,a_ordinal,difficulty,section_minor,section_major,nth_exam,nth_e_or_q,total_exam_time,num_questions,total_correct,exceed_time_limit,EL_begin,EL_change,EL_end,examID,course,creation_dt_time,hrs_since_previous,hrs_since_previous_e
2017-11-16 12:04:26.5061074 +00:00315124.87,MFE,e,2017-11-16,16H 58M 26S,2017-11-16T12:04:26Z,MFE2017-11-16 12:04:26,Thursday,0,5.25,1,12,2,4.87,Basic Insurance Strategies,Option Strategies and Risk Management,6,69,179.23333333333332,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 12:04:26,MFE,2017-11-16T12:04:26Z,10.9746179980702,87.77787398510509
2017-11-16 12:04:26.5061074 +00:00374244.6,MFE,e,2017-11-16,16H 58M 26S,2017-11-16T12:04:26Z,MFE2017-11-16 12:04:26,Thursday,0,6.233333333333333,0,24,3,4.6,Option Pricing,Binomial Trees,6,69,179.23333333333332,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 12:04:26,MFE,2017-11-16T12:04:26Z,10.9746179980702,87.77787398510509
2017-11-16 12:04:26.5061074 +00:00394173.78,MFE,e,2017-11-16,16H 58M 26S,2017-11-16T12:04:26Z,MFE2017-11-16 12:04:26,Thursday,0,6.566666666666666,1,17,3,3.78,Synthetic Asset Creation|Synthetic Asset Creation|Put-Call Parity|Synthetic Asset Creation,Put-Call Parity|Put-Call Parity|Rational Valuation of Derivative Securities|Put-Call Parity,6,69,179.23333333333332,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 12:04:26,MFE,2017-11-16T12:04:26Z,10.9746179980702,87.77787398510509
2017-11-16 12:04:26.5061074 +00:00395195.83,MFE,e,2017-11-16,16H 58M 26S,2017-11-16T12:04:26Z,MFE2017-11-16 12:04:26,Thursday,1,6.583333333333333,NA,19,NA,5.83,The Black-Scholes Formula,Black-Scholes Pricing Model,6,69,179.23333333333332,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 12:04:26,MFE,2017-11-16T12:04:26Z,10.9746179980702,87.77787398510509
2017-11-16 12:04:26.5061074 +00:0040415.18,MFE,e,2017-11-16,16H 58M 26S,2017-11-16T12:04:26Z,MFE2017-11-16 12:04:26,Thursday,0,6.733333333333333,1,1,1,5.18,Options: Basics|Option Basics,Introduction to Forwards and Options|Options,6,69,179.23333333333332,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 12:04:26,MFE,2017-11-16T12:04:26Z,10.9746179980702,87.77787398510509
2017-11-16 12:04:26.5061074 +00:00415285.56,MFE,e,2017-11-16,16H 58M 26S,2017-11-16T12:04:26Z,MFE2017-11-16 12:04:26,Thursday,0,6.916666666666667,0,28,3,5.56,Binomial Tree Models for Interest Rates: The Black-Derman-Toy Model|Binomial Tree Models for Interest Rates: The Black-Derman-Toy Model|The Black-Derman-Toy Model|Binomial Tree Models for Interest Rates: The Black-Derman-Toy Model,Interest Rate Models|Interest Rate Models|Binomial Tree Models for Interest Rates|Interest Rate Models,6,69,179.23333333333332,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 12:04:26,MFE,2017-11-16T12:04:26Z,10.9746179980702,87.77787398510509
2017-11-16 12:04:26.5061074 +00:00438256.53,MFE,e,2017-11-16,5M 26S,2017-11-16T12:04:26Z,MFE2017-11-16 12:04:26,Thursday,0,7.3,1,25,1,6.53,Asian Option,Exotic Options,6,69,179.23333333333332,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 12:04:26,MFE,2017-11-16T12:04:26Z,10.9746179980702,87.77787398510509
2017-11-16 12:04:26.5061074 +00:00445235.39,MFE,e,2017-11-16,5M 26S,2017-11-16T12:04:26Z,MFE2017-11-16 12:04:26,Thursday,0,7.416666666666667,0,23,1,5.39,Barrier Option,Exotic Options,6,69,179.23333333333332,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 12:04:26,MFE,2017-11-16T12:04:26Z,10.9746179980702,87.77787398510509
2017-11-16 12:04:26.5061074 +00:00471105.47,MFE,e,2017-11-16,5M 26S,2017-11-16T12:04:26Z,MFE2017-11-16 12:04:26,Thursday,0,7.85,0,10,2,5.47,Delta-Gamma-Theta Approximation,Market-making and Delta-Hedging|Market-making and Delta-Hedging|Risk Management Technique - Delta Hedging|Market-making and Delta-Hedging,6,69,179.23333333333332,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 12:04:26,MFE,2017-11-16T12:04:26Z,10.9746179980702,87.77787398510509
2017-11-16 12:04:26.5061074 +00:00500156.35,MFE,e,2017-11-16,5M 26S,2017-11-16T12:04:26Z,MFE2017-11-16 12:04:26,Thursday,0,8.333333333333334,1,15,5,6.35,Early Exercise of American Options & Time to Expiry|Early Exercise of American Options & Time to Expiry|Early Exercise of American Options & Time to Expiry|Comparing Options,Comparing Options|Comparing Options|Comparing Options|Rational Valuation of Derivative Securities,6,69,179.23333333333332,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 12:04:26,MFE,2017-11-16T12:04:26Z,10.9746179980702,87.77787398510509
2017-11-16 12:04:26.5061074 +00:0050185.26,MFE,e,2017-11-16,5M 26S,2017-11-16T12:04:26Z,MFE2017-11-16 12:04:26,Thursday,0,0.8333333333333334,0,18,2,5.26,Gap Option,Exotic Options,6,69,179.23333333333332,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 12:04:26,MFE,2017-11-16T12:04:26Z,10.9746179980702,87.77787398510509
2017-11-16 12:04:26.5061074 +00:00518296.52,MFE,e,2017-11-16,5M 26S,2017-11-16T12:04:26Z,MFE2017-11-16 12:04:26,Thursday,1,8.633333333333333,1,29,5,6.52,True probabilities and rates of return|True Probabilities and Rates of Return|True Probabilities and Rates of Return|True Probabilities and Rates of Return,Binomial Trees,6,69,179.23333333333332,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 12:04:26,MFE,2017-11-16T12:04:26Z,10.9746179980702,87.77787398510509
2017-11-16 12:04:26.5061074 +00:0054024.5,MFE,e,2017-11-16,5M 26S,2017-11-16T12:04:26Z,MFE2017-11-16 12:04:26,Thursday,0,9,0,2,4,4.5,Black Formula,Interest Rate Models,6,69,179.23333333333332,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 12:04:26,MFE,2017-11-16T12:04:26Z,10.9746179980702,87.77787398510509
2017-11-16 12:04:26.5061074 +00:0059044.96,MFE,e,2017-11-16,5M 26S,2017-11-16T12:04:26Z,MFE2017-11-16 12:04:26,Thursday,1,9.833333333333334,NA,4,NA,4.96,Different Strike Prices|Different Strike Prices|Different Strike Prices|Comparing Options,Comparing Options|Comparing Options|Comparing Options|Rational Valuation of Derivative Securities,6,69,179.23333333333332,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 12:04:26,MFE,2017-11-16T12:04:26Z,10.9746179980702,87.77787398510509
2017-11-16 12:04:26.5061074 +00:0059374.9,MFE,e,2017-11-16,5M 26S,2017-11-16T12:04:26Z,MFE2017-11-16 12:04:26,Thursday,1,9.883333333333333,NA,7,NA,4.9,Overnight Profit,Risk Management Technique - Delta Hedging|Market-making and Delta-Hedging|Market-making and Delta-Hedging|Market-making and Delta-Hedging,6,69,179.23333333333332,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 12:04:26,MFE,2017-11-16T12:04:26Z,10.9746179980702,87.77787398510509
2017-11-16 12:04:26.5061074 +00:00618265.3,MFE,e,2017-11-16,5M 26S,2017-11-16T12:04:26Z,MFE2017-11-16 12:04:26,Thursday,1,10.3,1,26,3,5.3,Simulate Derivative Instruments,Monte Carlo Valuation|Simulation|Monte Carlo Valuation|Monte Carlo Valuation,6,69,179.23333333333332,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 12:04:26,MFE,2017-11-16T12:04:26Z,10.9746179980702,87.77787398510509
2017-11-16 12:04:26.5061074 +00:00707164.37,MFE,e,2017-11-16,19H 14M 26S,2017-11-16T12:04:26Z,MFE2017-11-16 12:04:26,Thursday,0,11.783333333333333,1,16,5,4.37,Option Combinations,Option Strategies and Risk Management|Options,6,69,179.23333333333332,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 12:04:26,MFE,2017-11-16T12:04:26Z,10.9746179980702,87.77787398510509
2017-11-16 12:04:26.5061074 +00:007385,MFE,e,2017-11-16,19H 14M 26S,2017-11-16T12:04:26Z,MFE2017-11-16 12:04:26,Thursday,0,1.2166666666666666,1,8,5,5,Option Greeks,Black-Scholes Pricing Model,6,69,179.23333333333332,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 12:04:26,MFE,2017-11-16T12:04:26Z,10.9746179980702,87.77787398510509
2017-11-16 12:04:26.5061074 +00:007553.88,MFE,e,2017-11-16,19H 14M 26S,2017-11-16T12:04:26Z,MFE2017-11-16 12:04:26,Thursday,0,1.25,1,5,2,3.88,The Black-Scholes Formula,Black-Scholes Pricing Model,6,69,179.23333333333332,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 12:04:26,MFE,2017-11-16T12:04:26Z,10.9746179980702,87.77787398510509
2017-11-16 12:04:26.5061074 +00:00859215.39,MFE,e,2017-11-16,19H 14M 26S,2017-11-16T12:04:26Z,MFE2017-11-16 12:04:26,Thursday,1,14.316666666666666,0,21,3,5.39,Modeling Stock Prices with the Lognormal Distribution,Lognormal Distribution,6,69,179.23333333333332,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 12:04:26,MFE,2017-11-16T12:04:26Z,10.9746179980702,87.77787398510509
2017-11-16 01:05:57.8813144 +00:00025.11,MFE,q,2017-11-16,19H 14M 57S,2017-11-16T01:05:57Z,MFE2017-11-16 01:05:57,Thursday,0,0,NA,2,NA,5.11,Option Pricing,Binomial Trees,63,68,2.9,2,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 01:05:57,MFE,2017-11-16T01:05:57Z,36.0212231661214,NA
2017-11-16 01:05:57.8813144 +00:0017415.06,MFE,q,2017-11-16,19H 14M 57S,2017-11-16T01:05:57Z,MFE2017-11-16 01:05:57,Thursday,0,2.9,0,1,1,5.06,Option Pricing,Binomial Trees,63,68,2.9,2,NA,FALSE,4.36,1.36,5.07,MFE2017-11-16 01:05:57,MFE,2017-11-16T01:05:57Z,36.0212231661214,NA
2017-11-14 13:04:41.4779161 +00:00105924.21,MFE,q,2017-11-14,19H 14M 41S,2017-11-14T13:04:41Z,MFE2017-11-14 13:04:41,Tuesday,0,17.65,1,2,3,4.21,True probabilities and rates of return|True Probabilities and Rates of Return|True Probabilities and Rates of Return|True Probabilities and Rates of Return,Binomial Trees,62,67,63.96666666666666,5,NA,FALSE,4.36,1.36,5.07,MFE2017-11-14 13:04:41,MFE,2017-11-14T13:04:41Z,40.7820328209135,NA
2017-11-14 13:04:41.4779161 +00:00140035.43,MFE,q,2017-11-14,19H 14M 41S,2017-11-14T13:04:41Z,MFE2017-11-14 13:04:41,Tuesday,0,23.333333333333332,1,3,1,5.43,Option Pricing,Binomial Trees,62,67,63.96666666666666,5,NA,FALSE,4.36,1.36,5.07,MFE2017-11-14 13:04:41,MFE,2017-11-14T13:04:41Z,40.7820328209135,NA
2017-11-14 13:04:41.4779161 +00:001545.14,MFE,q,2017-11-14,19H 14M 41S,2017-11-14T13:04:41Z,MFE2017-11-14 13:04:41,Tuesday,0,0.25,0,4,2,5.14,Option Pricing,Binomial Trees,62,67,63.96666666666666,5,NA,FALSE,4.36,1.36,5.07,MFE2017-11-14 13:04:41,MFE,2017-11-14T13:04:41Z,40.7820328209135,NA
2017-11-14 13:04:41.4779161 +00:0064515.26,MFE,q,2017-11-14,19H 14M 41S,2017-11-14T13:04:41Z,MFE2017-11-14 13:04:41,Tuesday,0,10.75,NA,1,NA,5.26,Option Pricing,Binomial Trees,62,67,63.96666666666666,5,NA,FALSE,4.36,1.36,5.07,MFE2017-11-14 13:04:41,MFE,2017-11-14T13:04:41Z,40.7820328209135,NA
2017-11-14 13:04:41.4779161 +00:0071954.36,MFE,q,2017-11-14,19H 14M 41S,2017-11-14T13:04:41Z,MFE2017-11-14 13:04:41,Tuesday,0,11.983333333333333,1,5,2,4.36,True probabilities and rates of return|True Probabilities and Rates of Return|True Probabilities and Rates of Return|True Probabilities and Rates of Return,Binomial Trees,62,67,63.96666666666666,5,NA,FALSE,4.36,1.36,5.07,MFE2017-11-14 13:04:41,MFE,2017-11-14T13:04:41Z,40.7820328209135,NA
2017-11-12 20:17:46.1597609 +00:0011513.79,MFE,e,2017-11-12,19H 14M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,1.9166666666666667,1,1,2,3.79,Forwards and Futures|Forwards,Forwards and Futures|Financial Forwards and Futures,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:00144125.53,MFE,e,2017-11-12,19H 14M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,2.4,1,12,1,5.53,Fitting Stock Prices to a Lognormal Distribution,Lognormal Distribution,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:0014934.58,MFE,e,2017-11-12,19H 14M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,2.4833333333333334,1,3,1,4.58,Options: Basics|Option Basics,Introduction to Forwards and Options|Options,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:00151104,MFE,e,2017-11-12,19H 14M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,2.5166666666666666,1,10,4,4,The Black-Scholes Formula,Black-Scholes Pricing Model,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:00181243.68,MFE,e,2017-11-12,19H 14M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,3.0166666666666666,1,24,3,3.68,Binomial Tree Models for Interest Rates: Binomial Trees,Interest Rate Models|Interest Rate Models|Binomial Tree Models for Interest Rates|Interest Rate Models,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:00182193.63,MFE,e,2017-11-12,19H 14M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,3.033333333333333,1,19,4,3.63,Futures,Financial Forwards and Futures,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:00217303.79,MFE,e,2017-11-12,19H 14M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,3.6166666666666667,1,30,4,3.79,Derivatives Basics,Introduction to Derivatives,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:0023944.49,MFE,e,2017-11-12,19H 14M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,3.9833333333333334,1,4,1,4.49,Volatility and Miscellaneous,Black-Scholes Pricing Model,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:00259205.14,MFE,e,2017-11-12,19H 14M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,4.316666666666666,1,20,2,5.14,Modeling Stock Prices with the Lognormal Distribution,Lognormal Distribution,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:00281165.24,MFE,e,2017-11-12,19H 14M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,1,4.683333333333334,1,16,5,5.24,Basic Insurance Strategies,Option Strategies and Risk Management,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:0029263.73,MFE,e,2017-11-12,19H 14M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,4.866666666666666,1,6,2,3.73,Simulate Derivative Instruments,Monte Carlo Valuation|Monte Carlo Valuation|Monte Carlo Valuation|Simulation,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:00299254.33,MFE,e,2017-11-12,19H 14M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,4.983333333333333,0,25,5,4.33,All-or-nothing Option,Exotic Options,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:00314274.74,MFE,e,2017-11-12,19H 14M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,5.233333333333333,0,27,2,4.74,Overnight Profit,Market-making and Delta-Hedging|Market-making and Delta-Hedging|Risk Management Technique - Delta Hedging|Market-making and Delta-Hedging,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:00335263.94,MFE,e,2017-11-12,19H 14M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,5.583333333333333,1,26,3,3.94,The Black-Scholes Formula,Black-Scholes Pricing Model,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:00337293.58,MFE,e,2017-11-12,19H 14M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,5.616666666666666,1,29,5,3.58,Comparing Options|Comparing Contracts,Options|Introduction to Forwards and Options,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:00380224.17,MFE,e,2017-11-12,19H 14M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,6.333333333333333,1,22,1,4.17,Early Exercise of American Options & Time to Expiry|Early Exercise of American Options & Time to Expiry|Early Exercise of American Options & Time to Expiry|Comparing Options,Comparing Options|Comparing Options|Comparing Options|Rational Valuation of Derivative Securities,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:00401133.79,MFE,e,2017-11-12,19H 14M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,6.683333333333334,1,13,2,3.79,Black Formula,Interest Rate Models,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:0043673.4,MFE,e,2017-11-12,19H 14M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,1,7.266666666666667,1,7,2,3.4,Barrier Option,Exotic Options,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:0049893.44,MFE,e,2017-11-12,19H 14M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,1,8.3,1,9,2,3.44,Option Greeks,Black-Scholes Pricing Model,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:00501144.45,MFE,e,2017-11-12,16H 20M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,1,8.35,0,14,1,4.45,Option Combinations,Options|Option Strategies and Risk Management,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:0051175.8,MFE,e,2017-11-12,16H 20M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,1,0.85,NA,17,NA,5.8,Synthetic Asset Creation|Synthetic Asset Creation|Synthetic Asset Creation|Put-Call Parity,Put-Call Parity|Put-Call Parity|Put-Call Parity|Rational Valuation of Derivative Securities,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:0054183.88,MFE,e,2017-11-12,16H 20M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,9.016666666666667,1,8,4,3.88,True Probabilities and Rates of Return|True Probabilities and Rates of Return|True Probabilities and Rates of Return|True probabilities and rates of return,Binomial Trees,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:0054324.55,MFE,e,2017-11-12,16H 20M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,9.05,1,2,4,4.55,Stock Put-Call Parity|Stock Put-Call Parity|Stock Put-Call Parity|Put-Call Parity,Put-Call Parity|Put-Call Parity|Put-Call Parity|Rational Valuation of Derivative Securities,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:00544283.95,MFE,e,2017-11-12,16H 20M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,9.066666666666666,1,28,4,3.95,The Black-Scholes Formula,Black-Scholes Pricing Model,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:0057354.41,MFE,e,2017-11-12,16H 20M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,9.55,1,5,3,4.41,Option Combinations,Options|Option Strategies and Risk Management,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:00630214.71,MFE,e,2017-11-12,16H 20M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,10.5,NA,21,NA,4.71,The Black-Derman-Toy Model|Binomial Tree Models for Interest Rates: The Black-Derman-Toy Model|Binomial Tree Models for Interest Rates: The Black-Derman-Toy Model|Binomial Tree Models for Interest Rates: The Black-Derman-Toy Model,Binomial Tree Models for Interest Rates|Interest Rate Models|Interest Rate Models|Interest Rate Models,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:00646113.8,MFE,e,2017-11-12,16H 20M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,10.766666666666667,1,11,3,3.8,Antithetic Variate|Variance Reduction Techniques: Other Variance Reduction Techniques|Variance Reduction Techniques: Other Variance Reduction Techniques|Variance Reduction Techniques: Other Variance Reduction Techniques,Variance Reduction Techniques|Monte Carlo Valuation|Monte Carlo Valuation|Monte Carlo Valuation,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:00664234.76,MFE,e,2017-11-12,16H 20M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,1,11.066666666666666,NA,23,NA,4.76,Option Pricing,Binomial Trees,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:00770154.29,MFE,e,2017-11-12,16H 20M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,1,12.833333333333334,NA,15,NA,4.29,Option Pricing,Binomial Trees,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 20:17:46.1597609 +00:0098182.87,MFE,e,2017-11-12,16H 20M 46S,2017-11-12T20:17:46Z,MFE2017-11-12 20:17:46,Sunday,0,1.6333333333333333,1,18,2,2.87,Comparing Options|Bounds for Option Prices|Bounds for Option Prices|Bounds for Option Prices,Rational Valuation of Derivative Securities|Comparing Options|Comparing Options|Comparing Options,5,66,179.51666666666668,30,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 20:17:46,MFE,2017-11-12T20:17:46Z,19.6601018881798,22.905940891636742
2017-11-12 00:38:09.7929636 +00:0012514.42,MFE,q,2017-11-12,16H 20M 9S,2017-11-12T00:38:09Z,MFE2017-11-12 00:38:09,Sunday,0,2.0833333333333335,NA,1,NA,4.42,Other Exotic Options|Forward Start Option|Other Exotic Options|Other Exotic Options,Exotic Options,61,65,29.75,5,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 00:38:09,MFE,2017-11-12T00:38:09Z,0.70546917464998,NA
2017-11-12 00:38:09.7929636 +00:0026355.14,MFE,q,2017-11-12,16H 20M 9S,2017-11-12T00:38:09Z,MFE2017-11-12 00:38:09,Sunday,0,4.383333333333334,1,5,3,5.14,Chooser Option|Other Exotic Options|Other Exotic Options|Other Exotic Options,Exotic Options,61,65,29.75,5,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 00:38:09,MFE,2017-11-12T00:38:09Z,0.70546917464998,NA
2017-11-12 00:38:09.7929636 +00:0031438.14,MFE,q,2017-11-12,16H 20M 9S,2017-11-12T00:38:09Z,MFE2017-11-12 00:38:09,Sunday,0,5.233333333333333,0,3,1,8.14,Other Exotic Options,Exotic Options,61,65,29.75,5,NA,FALSE,4.36,1.36,5.07,MFE2017-11-12 00:38:09,MFE,2017-11-12T00:38:09Z,0.70546917464998,NA
